000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "long-default-A.log", TCP port 10070, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 10070 ... Done.
000.413 New epoch: Wed May  6 15:52:11 2026
000.413 =================================================================
000.414 
000.414 Designed by Jiang Yanjun, build: May  6 2026  15:34:40
004.503 .... 5 packets received, 2683 bps, 33.54%, Err 1 (3.3e-05)
802.825 .... 2353 packets received, 6008 bps, 75.10%, Err 60 (9.9e-06)
804.946 .... 2361 packets received, 6012 bps, 75.15%, Err 60 (9.9e-06)
807.123 .... 2366 packets received, 6009 bps, 75.11%, Err 60 (9.9e-06)
809.281 .... 2373 packets received, 6010 bps, 75.13%, Err 60 (9.9e-06)
811.425 .... 2380 packets received, 6012 bps, 75.15%, Err 60 (9.8e-06)
813.537 .... 2388 packets received, 6017 bps, 75.21%, Err 60 (9.8e-06)
815.619 .... 2393 packets received, 6014 bps, 75.17%, Err 60 (9.8e-06)
816.303 ** WARNING: System too busy, sleep 15 ms, but be awakened 87 ms later
817.739 .... 2400 packets received, 6016 bps, 75.20%, Err 60 (9.7e-06)
819.884 .... 2408 packets received, 6020 bps, 75.25%, Err 60 (9.7e-06)
822.020 .... 2414 packets received, 6019 bps, 75.24%, Err 60 (9.7e-06)
824.175 .... 2422 packets received, 6023 bps, 75.29%, Err 60 (9.7e-06)
826.606 .... 2429 packets received, 6023 bps, 75.29%, Err 61 (9.8e-06)
828.712 .... 2436 packets received, 6025 bps, 75.31%, Err 61 (9.8e-06)
830.864 .... 2444 packets received, 6029 bps, 75.37%, Err 62 (9.9e-06)
832.999 .... 2451 packets received, 6031 bps, 75.39%, Err 62 (9.9e-06)
835.156 .... 2457 packets received, 6030 bps, 75.38%, Err 62 (9.9e-06)
837.291 .... 2465 packets received, 6034 bps, 75.43%, Err 62 (9.8e-06)
839.297 .... 2470 packets received, 6032 bps, 75.40%, Err 62 (9.8e-06)
841.383 .... 2477 packets received, 6034 bps, 75.43%, Err 62 (9.8e-06)
844.742 .... 2481 packets received, 6020 bps, 75.25%, Err 63 (9.9e-06)
847.304 .... 2489 packets received, 6021 bps, 75.26%, Err 63 (9.9e-06)
849.427 .... 2497 packets received, 6025 bps, 75.32%, Err 63 (9.8e-06)
854.275 .... 2505 packets received, 6010 bps, 75.13%, Err 65 (1.0e-05)
858.439 .... 2512 packets received, 5998 bps, 74.97%, Err 65 (1.0e-05)
860.699 .... 2523 packets received, 6008 bps, 75.10%, Err 65 (1.0e-05)
862.835 .... 2531 packets received, 6012 bps, 75.15%, Err 65 (1.0e-05)
863.904 ** WARNING: System too busy, sleep 15 ms, but be awakened 70 ms later
864.913 .... 2536 packets received, 6010 bps, 75.12%, Err 66 (1.0e-05)
867.634 .... 2537 packets received, 5993 bps, 74.91%, Err 67 (1.0e-05)
870.010 .... 2545 packets received, 5996 bps, 74.95%, Err 67 (1.0e-05)
872.105 .... 2550 packets received, 5993 bps, 74.91%, Err 67 (1.0e-05)
874.259 .... 2558 packets received, 5997 bps, 74.96%, Err 67 (1.0e-05)
876.412 .... 2566 packets received, 6001 bps, 75.01%, Err 67 (1.0e-05)
878.604 .... 2573 packets received, 6002 bps, 75.03%, Err 67 (1.0e-05)
880.745 .... 2580 packets received, 6004 bps, 75.05%, Err 67 (1.0e-05)
882.814 .... 2588 packets received, 6008 bps, 75.11%, Err 67 (1.0e-05)
885.716 .... 2594 packets received, 6003 bps, 75.03%, Err 67 (1.0e-05)
889.462 .... 2600 packets received, 5991 bps, 74.89%, Err 68 (1.0e-05)
891.490 .... 2610 packets received, 6001 bps, 75.01%, Err 68 (1.0e-05)
893.647 .... 2617 packets received, 6002 bps, 75.03%, Err 68 (1.0e-05)
895.952 .... 2624 packets received, 6003 bps, 75.03%, Err 68 (1.0e-05)
898.065 .... 2632 packets received, 6007 bps, 75.08%, Err 68 (1.0e-05)
901.251 .... 2640 packets received, 6004 bps, 75.05%, Err 68 (1.0e-05)
903.374 .... 2648 packets received, 6008 bps, 75.10%, Err 68 (1.0e-05)
906.024 .... 2656 packets received, 6008 bps, 75.10%, Err 68 (1.0e-05)
908.147 .... 2664 packets received, 6012 bps, 75.15%, Err 68 (9.9e-06)
912.313 .... 2668 packets received, 5994 bps, 74.92%, Err 69 (1.0e-05)
914.434 .... 2679 packets received, 6004 bps, 75.06%, Err 69 (1.0e-05)
916.620 .... 2687 packets received, 6008 bps, 75.10%, Err 69 (1.0e-05)
918.718 .... 2695 packets received, 6012 bps, 75.15%, Err 69 (1.0e-05)
921.322 .... 2701 packets received, 6009 bps, 75.11%, Err 69 (1.0e-05)
923.408 .... 2709 packets received, 6013 bps, 75.16%, Err 69 (9.9e-06)
925.923 .... 2717 packets received, 6014 bps, 75.18%, Err 69 (9.9e-06)
928.308 .... 2725 packets received, 6016 bps, 75.20%, Err 69 (9.9e-06)
930.409 .... 2732 packets received, 6018 bps, 75.23%, Err 69 (9.8e-06)
932.588 .... 2739 packets received, 6019 bps, 75.24%, Err 69 (9.8e-06)
934.800 .... 2747 packets received, 6023 bps, 75.28%, Err 69 (9.8e-06)
936.988 .... 2753 packets received, 6022 bps, 75.27%, Err 69 (9.8e-06)
939.118 .... 2761 packets received, 6026 bps, 75.32%, Err 69 (9.8e-06)
942.443 .... 2763 packets received, 6009 bps, 75.11%, Err 71 (1.0e-05)
945.960 .... 2773 packets received, 6008 bps, 75.10%, Err 72 (1.0e-05)
948.104 .... 2779 packets received, 6007 bps, 75.09%, Err 72 (1.0e-05)
950.250 .... 2787 packets received, 6011 bps, 75.14%, Err 72 (1.0e-05)
952.338 .... 2793 packets received, 6011 bps, 75.13%, Err 72 (1.0e-05)
954.478 .... 2800 packets received, 6012 bps, 75.15%, Err 72 (1.0e-05)
958.510 .... 2806 packets received, 6000 bps, 75.00%, Err 73 (1.0e-05)
961.082 ** WARNING: System too busy, sleep 15 ms, but be awakened 66 ms later
961.582 .... 2814 packets received, 5998 bps, 74.97%, Err 73 (1.0e-05)
963.724 .... 2822 packets received, 6001 bps, 75.02%, Err 73 (1.0e-05)
966.605 .... 2830 packets received, 6000 bps, 75.00%, Err 73 (1.0e-05)
968.781 .... 2838 packets received, 6004 bps, 75.05%, Err 74 (1.0e-05)
971.160 .... 2846 packets received, 6006 bps, 75.07%, Err 74 (1.0e-05)
973.924 .... 2854 packets received, 6006 bps, 75.07%, Err 74 (1.0e-05)
976.111 .... 2862 packets received, 6009 bps, 75.11%, Err 74 (1.0e-05)
978.725 .... 2870 packets received, 6010 bps, 75.12%, Err 74 (1.0e-05)
981.082 .... 2878 packets received, 6012 bps, 75.15%, Err 74 (1.0e-05)
983.578 .... 2886 packets received, 6013 bps, 75.17%, Err 74 (1.0e-05)
986.004 .... 2894 packets received, 6015 bps, 75.19%, Err 74 (1.0e-05)
988.417 .... 2902 packets received, 6017 bps, 75.21%, Err 74 (9.9e-06)
990.972 .... 2910 packets received, 6018 bps, 75.23%, Err 74 (9.9e-06)
993.371 .... 2918 packets received, 6020 bps, 75.25%, Err 75 (1.0e-05)
995.513 .... 2926 packets received, 6024 bps, 75.30%, Err 75 (1.0e-05)
1000.569 .... 2934 packets received, 6010 bps, 75.12%, Err 77 (1.0e-05)
1003.048 .... 2939 packets received, 6005 bps, 75.06%, Err 78 (1.0e-05)
1005.279 .... 2948 packets received, 6010 bps, 75.12%, Err 78 (1.0e-05)
1007.402 .... 2954 packets received, 6009 bps, 75.12%, Err 78 (1.0e-05)
1009.524 .... 2962 packets received, 6013 bps, 75.16%, Err 78 (1.0e-05)
1011.631 .... 2970 packets received, 6017 bps, 75.21%, Err 78 (1.0e-05)
1013.694 .... 2974 packets received, 6013 bps, 75.16%, Err 78 (1.0e-05)
1015.826 .... 2982 packets received, 6016 bps, 75.20%, Err 78 (1.0e-05)
1018.003 .... 2988 packets received, 6015 bps, 75.19%, Err 78 (1.0e-05)
1020.454 .... 2995 packets received, 6015 bps, 75.19%, Err 79 (1.0e-05)
1023.082 .... 2996 packets received, 6001 bps, 75.02%, Err 80 (1.0e-05)
1027.092 .... 3001 packets received, 5988 bps, 74.85%, Err 80 (1.0e-05)
1031.612 .... 3013 packets received, 5986 bps, 74.82%, Err 81 (1.0e-05)
1033.832 .... 3023 packets received, 5992 bps, 74.91%, Err 81 (1.0e-05)
1036.002 .... 3031 packets received, 5996 bps, 74.95%, Err 81 (1.0e-05)
1038.115 .... 3037 packets received, 5995 bps, 74.94%, Err 82 (1.0e-05)
1040.526 .... 3045 packets received, 5997 bps, 74.97%, Err 82 (1.0e-05)
1042.742 .... 3053 packets received, 6000 bps, 75.00%, Err 82 (1.0e-05)
1045.399 .... 3061 packets received, 6001 bps, 75.01%, Err 82 (1.0e-05)
1047.547 .... 3069 packets received, 6004 bps, 75.05%, Err 82 (1.0e-05)
1049.649 .... 3077 packets received, 6008 bps, 75.09%, Err 82 (1.0e-05)
1051.925 .... 3083 packets received, 6006 bps, 75.08%, Err 82 (1.0e-05)
1054.017 .... 3090 packets received, 6008 bps, 75.10%, Err 82 (1.0e-05)
1056.128 .... 3096 packets received, 6008 bps, 75.09%, Err 82 (1.0e-05)
1058.308 .... 3103 packets received, 6009 bps, 75.11%, Err 82 (1.0e-05)
1060.992 .... 3111 packets received, 6009 bps, 75.11%, Err 82 (1.0e-05)
1063.407 .... 3119 packets received, 6011 bps, 75.13%, Err 82 (1.0e-05)
1065.796 .... 3127 packets received, 6013 bps, 75.16%, Err 82 (1.0e-05)
1068.847 .... 3135 packets received, 6011 bps, 75.13%, Err 82 (1.0e-05)
1070.979 .... 3142 packets received, 6012 bps, 75.15%, Err 82 (1.0e-05)
1074.400 .... 3145 packets received, 5999 bps, 74.98%, Err 83 (1.0e-05)
1077.228 .... 3153 packets received, 5998 bps, 74.98%, Err 83 (1.0e-05)
1079.407 .... 3161 packets received, 6001 bps, 75.02%, Err 83 (1.0e-05)
1082.296 .... 3169 packets received, 6000 bps, 75.01%, Err 83 (1.0e-05)
1084.419 .... 3177 packets received, 6004 bps, 75.05%, Err 83 (1.0e-05)
1087.379 .... 3185 packets received, 6003 bps, 75.03%, Err 83 (1.0e-05)
1089.478 .... 3193 packets received, 6006 bps, 75.07%, Err 83 (1.0e-05)
1092.091 .... 3201 packets received, 6007 bps, 75.08%, Err 83 (1.0e-05)
1094.212 .... 3208 packets received, 6008 bps, 75.10%, Err 83 (1.0e-05)
1096.370 .... 3215 packets received, 6009 bps, 75.12%, Err 83 (1.0e-05)
1098.505 .... 3223 packets received, 6013 bps, 75.16%, Err 83 (1.0e-05)
1100.656 .... 3231 packets received, 6016 bps, 75.20%, Err 83 (1.0e-05)
1102.738 .... 3235 packets received, 6012 bps, 75.15%, Err 83 (1.0e-05)
1104.866 .... 3242 packets received, 6013 bps, 75.16%, Err 83 (1.0e-05)
1108.875 .... 3248 packets received, 6003 bps, 75.03%, Err 84 (1.0e-05)
1111.141 .... 3260 packets received, 6012 bps, 75.15%, Err 84 (1.0e-05)
1113.311 .... 3266 packets received, 6012 bps, 75.15%, Err 84 (1.0e-05)
1115.458 .... 3273 packets received, 6013 bps, 75.16%, Err 84 (1.0e-05)
1117.974 .... 3281 packets received, 6014 bps, 75.18%, Err 85 (1.0e-05)
1120.385 .... 3289 packets received, 6016 bps, 75.20%, Err 85 (1.0e-05)
1122.790 .... 3297 packets received, 6018 bps, 75.22%, Err 85 (1.0e-05)
1125.242 .... 3305 packets received, 6019 bps, 75.24%, Err 85 (1.0e-05)
1127.327 .... 3313 packets received, 6022 bps, 75.28%, Err 85 (1.0e-05)
1128.639 ** WARNING: System too busy, sleep 15 ms, but be awakened 70 ms later
1129.447 .... 3321 packets received, 6026 bps, 75.32%, Err 85 (1.0e-05)
1131.625 .... 3326 packets received, 6023 bps, 75.29%, Err 85 (1.0e-05)
1133.775 .... 3333 packets received, 6024 bps, 75.30%, Err 85 (9.9e-06)
1136.024 .... 3340 packets received, 6025 bps, 75.31%, Err 85 (9.9e-06)
1138.985 .... 3342 packets received, 6013 bps, 75.16%, Err 86 (1.0e-05)
1141.343 .... 3350 packets received, 6015 bps, 75.18%, Err 86 (1.0e-05)
1143.621 .... 3358 packets received, 6017 bps, 75.21%, Err 86 (1.0e-05)
1146.821 .... 3366 packets received, 6015 bps, 75.18%, Err 87 (1.0e-05)
1149.257 .... 3374 packets received, 6016 bps, 75.20%, Err 87 (1.0e-05)
1151.366 .... 3382 packets received, 6019 bps, 75.24%, Err 87 (1.0e-05)
1154.135 .... 3390 packets received, 6019 bps, 75.24%, Err 87 (1.0e-05)
1156.280 .... 3398 packets received, 6022 bps, 75.28%, Err 87 (1.0e-05)
1159.081 .... 3406 packets received, 6022 bps, 75.27%, Err 87 (1.0e-05)
1161.507 .... 3414 packets received, 6023 bps, 75.29%, Err 88 (1.0e-05)
1163.892 .... 3422 packets received, 6025 bps, 75.31%, Err 88 (1.0e-05)
1166.027 .... 3430 packets received, 6028 bps, 75.35%, Err 88 (1.0e-05)
1168.732 .... 3438 packets received, 6028 bps, 75.35%, Err 88 (1.0e-05)
1170.840 .... 3446 packets received, 6031 bps, 75.39%, Err 88 (1.0e-05)
1173.020 .... 3454 packets received, 6034 bps, 75.42%, Err 88 (9.9e-06)
1177.006 .... 3459 packets received, 6022 bps, 75.28%, Err 89 (1.0e-05)
1179.060 .... 3470 packets received, 6031 bps, 75.39%, Err 89 (1.0e-05)
1181.202 .... 3478 packets received, 6034 bps, 75.42%, Err 89 (1.0e-05)
1183.671 .... 3483 packets received, 6030 bps, 75.37%, Err 89 (1.0e-05)
1185.759 .... 3491 packets received, 6033 bps, 75.41%, Err 89 (1.0e-05)
1188.633 .... 3499 packets received, 6032 bps, 75.40%, Err 90 (1.0e-05)
1190.757 .... 3506 packets received, 6034 bps, 75.42%, Err 90 (1.0e-05)
1193.657 .... 3507 packets received, 6021 bps, 75.26%, Err 91 (1.0e-05)
1195.742 .... 3518 packets received, 6029 bps, 75.36%, Err 91 (1.0e-05)
1197.916 .... 3526 packets received, 6032 bps, 75.40%, Err 91 (1.0e-05)
1200.039 Quit.
